,secu_abbr,chi_name,listed_state,secu_code,secu_market,listed_sector,hs_code
299,华嵘控股,湖北华嵘控股股份有限公司,上市,600421,上海证券交易所,主板,600421.SH
300,昆药集团,昆药集团股份有限公司,上市,600422,上海证券交易所,主板,600422.SH
301,柳化股份,柳州化工股份有限公司,上市,600423,上海证券交易所,主板,600423.SH
302,青松建化,新疆青松建材化工(集团)股份有限公司,上市,600425,上海证券交易所,主板,600425.SH
303,华鲁恒升,山东华鲁恒升化工股份有限公司,上市,600426,上海证券交易所,主板,600426.SH
304,中远海特,中远海运特种运输股份有限公司,上市,600428,上海证券交易所,主板,600428.SH
305,三元股份,北京三元食品股份有限公司,上市,600429,上海证券交易所,主板,600429.SH
306,冠豪高新,广东冠豪高新技术股份有限公司,上市,600433,上海证券交易所,主板,600433.SH
307,北方导航,北方导航控制技术股份有限公司,上市,600435,上海证券交易所,主板,600435.SH
308,片仔癀,漳州片仔癀药业股份有限公司,上市,600436,上海证券交易所,主板,600436.SH
309,通威股份,通威股份有限公司,上市,600438,上海证券交易所,主板,600438.SH
310,瑞贝卡,河南瑞贝卡发制品股份有限公司,上市,600439,上海证券交易所,主板,600439.SH
311,国机通用,国机通用机械科技股份有限公司,上市,600444,上海证券交易所,主板,600444.SH
312,金证股份,深圳市金证科技股份有限公司,上市,600446,上海证券交易所,主板,600446.SH
313,华纺股份,华纺股份有限公司,上市,600448,上海证券交易所,主板,600448.SH
314,宁夏建材,宁夏建材集团股份有限公司,上市,600449,上海证券交易所,主板,600449.SH
315,涪陵电力,重庆涪陵电力实业股份有限公司,上市,600452,上海证券交易所,主板,600452.SH
316,博通股份,西安博通资讯股份有限公司,上市,600455,上海证券交易所,主板,600455.SH
317,宝钛股份,宝鸡钛业股份有限公司,上市,600456,上海证券交易所,主板,600456.SH
318,时代新材,株洲时代新材料科技股份有限公司,上市,600458,上海证券交易所,主板,600458.SH
319,贵研铂业,贵研铂业股份有限公司,上市,600459,上海证券交易所,主板,600459.SH
320,士兰微,杭州士兰微电子股份有限公司,上市,600460,上海证券交易所,主板,600460.SH
321,洪城环境,江西洪城环境股份有限公司,上市,600461,上海证券交易所,主板,600461.SH
322,ST九有,湖北九有投资股份有限公司,上市,600462,上海证券交易所,主板,600462.SH
323,空港股份,北京空港科技园区股份有限公司,上市,600463,上海证券交易所,主板,600463.SH
324,*ST蓝光,四川蓝光发展股份有限公司,上市,600466,上海证券交易所,主板,600466.SH
325,好当家,山东好当家海洋发展股份有限公司,上市,600467,上海证券交易所,主板,600467.SH
326,百利电气,天津百利特精电气股份有限公司,上市,600468,上海证券交易所,主板,600468.SH
327,风神股份,风神轮胎股份有限公司,上市,600469,上海证券交易所,主板,600469.SH
328,六国化工,安徽六国化工股份有限公司,上市,600470,上海证券交易所,主板,600470.SH
329,华光环能,无锡华光环保能源集团股份有限公司,上市,600475,上海证券交易所,主板,600475.SH
330,湘邮科技,湖南湘邮科技股份有限公司,上市,600476,上海证券交易所,主板,600476.SH
331,杭萧钢构,杭萧钢构股份有限公司,上市,600477,上海证券交易所,主板,600477.SH
332,科力远,湖南科力远新能源股份有限公司,上市,600478,上海证券交易所,主板,600478.SH
333,千金药业,株洲千金药业股份有限公司,上市,600479,上海证券交易所,主板,600479.SH
334,凌云股份,凌云工业股份有限公司,上市,600480,上海证券交易所,主板,600480.SH
335,双良节能,双良节能系统股份有限公司,上市,600481,上海证券交易所,主板,600481.SH
336,福能股份,福建福能股份有限公司,上市,600483,上海证券交易所,主板,600483.SH
337,扬农化工,江苏扬农化工股份有限公司,上市,600486,上海证券交易所,主板,600486.SH
338,亨通光电,江苏亨通光电股份有限公司,上市,600487,上海证券交易所,主板,600487.SH
339,津药药业,津药药业股份有限公司,上市,600488,上海证券交易所,主板,600488.SH
340,中金黄金,中金黄金股份有限公司,上市,600489,上海证券交易所,主板,600489.SH
341,鹏欣资源,鹏欣环球资源股份有限公司,上市,600490,上海证券交易所,主板,600490.SH
342,龙元建设,龙元建设集团股份有限公司,上市,600491,上海证券交易所,主板,600491.SH
343,凤竹纺织,福建凤竹纺织科技股份有限公司,上市,600493,上海证券交易所,主板,600493.SH
344,晋西车轴,晋西车轴股份有限公司,上市,600495,上海证券交易所,主板,600495.SH
345,精工钢构,长江精工钢结构(集团)股份有限公司,上市,600496,上海证券交易所,主板,600496.SH
346,驰宏锌锗,云南驰宏锌锗股份有限公司,上市,600497,上海证券交易所,主板,600497.SH
347,烽火通信,烽火通信科技股份有限公司,上市,600498,上海证券交易所,主板,600498.SH
348,科达制造,科达制造股份有限公司,上市,600499,上海证券交易所,主板,600499.SH
349,中化国际,中化国际(控股)股份有限公司,上市,600500,上海证券交易所,主板,600500.SH
350,航天晨光,航天晨光股份有限公司,上市,600501,上海证券交易所,主板,600501.SH
351,同方股份,同方股份有限公司,上市,600100,上海证券交易所,主板,600100.SH
352,明星电力,四川明星电力股份有限公司,上市,600101,上海证券交易所,主板,600101.SH
353,青山纸业,福建省青山纸业股份有限公司,上市,600103,上海证券交易所,主板,600103.SH
354,上汽集团,上海汽车集团股份有限公司,上市,600104,上海证券交易所,主板,600104.SH
355,永鼎股份,江苏永鼎股份有限公司,上市,600105,上海证券交易所,主板,600105.SH
356,重庆路桥,重庆路桥股份有限公司,上市,600106,上海证券交易所,主板,600106.SH
357,美尔雅,湖北美尔雅股份有限公司,上市,600107,上海证券交易所,主板,600107.SH
358,亚盛集团,甘肃亚盛实业(集团)股份有限公司,上市,600108,上海证券交易所,主板,600108.SH
359,国金证券,国金证券股份有限公司,上市,600109,上海证券交易所,主板,600109.SH
360,诺德股份,诺德新材料股份有限公司,上市,600110,上海证券交易所,主板,600110.SH
361,北方稀土,中国北方稀土(集团)高科技股份有限公司,上市,600111,上海证券交易所,主板,600111.SH
362,ST天成,贵州长征天成控股股份有限公司,上市,600112,上海证券交易所,主板,600112.SH
363,浙江东日,浙江东日股份有限公司,上市,600113,上海证券交易所,主板,600113.SH
364,东睦股份,东睦新材料集团股份有限公司,上市,600114,上海证券交易所,主板,600114.SH
365,中国东航,中国东方航空股份有限公司,上市,600115,上海证券交易所,主板,600115.SH
366,三峡水利,重庆三峡水利电力(集团)股份有限公司,上市,600116,上海证券交易所,主板,600116.SH
367,*ST西钢,西宁特殊钢股份有限公司,上市,600117,上海证券交易所,主板,600117.SH
368,中国卫星,中国东方红卫星股份有限公司,上市,600118,上海证券交易所,主板,600118.SH
369,长江投资,长发集团长江投资实业股份有限公司,上市,600119,上海证券交易所,主板,600119.SH
370,浙江东方,浙江东方金融控股集团股份有限公司,上市,600120,上海证券交易所,主板,600120.SH
371,郑州煤电,郑州煤电股份有限公司,上市,600121,上海证券交易所,主板,600121.SH
372,*ST宏图,江苏宏图高科技股份有限公司,上市,600122,上海证券交易所,主板,600122.SH
373,兰花科创,山西兰花科技创业股份有限公司,上市,600123,上海证券交易所,主板,600123.SH
374,铁龙物流,中铁铁龙集装箱物流股份有限公司,上市,600125,上海证券交易所,主板,600125.SH
375,杭钢股份,杭州钢铁股份有限公司,上市,600126,上海证券交易所,主板,600126.SH
376,金健米业,金健米业股份有限公司,上市,600127,上海证券交易所,主板,600127.SH
377,弘业股份,江苏弘业股份有限公司,上市,600128,上海证券交易所,主板,600128.SH
378,太极集团,重庆太极实业(集团)股份有限公司,上市,600129,上海证券交易所,主板,600129.SH
379,波导股份,宁波波导股份有限公司,上市,600130,上海证券交易所,主板,600130.SH
380,国网信通,国网信息通信股份有限公司,上市,600131,上海证券交易所,主板,600131.SH
381,重庆啤酒,重庆啤酒股份有限公司,上市,600132,上海证券交易所,主板,600132.SH
382,东湖高新,武汉东湖高新集团股份有限公司,上市,600133,上海证券交易所,主板,600133.SH
383,乐凯胶片,乐凯胶片股份有限公司,上市,600135,上海证券交易所,主板,600135.SH
384,*ST明诚,武汉当代明诚文化体育集团股份有限公司,上市,600136,上海证券交易所,主板,600136.SH
385,浪莎股份,四川浪莎控股股份有限公司,上市,600137,上海证券交易所,主板,600137.SH
386,中青旅,中青旅控股股份有限公司,上市,600138,上海证券交易所,主板,600138.SH
387,兴发集团,湖北兴发化工集团股份有限公司,上市,600141,上海证券交易所,主板,600141.SH
388,长春一东,长春一东离合器股份有限公司,上市,600148,上海证券交易所,主板,600148.SH
389,廊坊发展,廊坊发展股份有限公司,上市,600149,上海证券交易所,主板,600149.SH
390,中国船舶,中国船舶工业股份有限公司,上市,600150,上海证券交易所,主板,600150.SH
391,航天机电,上海航天汽车机电股份有限公司,上市,600151,上海证券交易所,主板,600151.SH
392,维科技术,维科技术股份有限公司,上市,600152,上海证券交易所,主板,600152.SH
393,建发股份,厦门建发股份有限公司,上市,600153,上海证券交易所,主板,600153.SH
394,华创阳安,华创阳安股份有限公司,上市,600155,上海证券交易所,主板,600155.SH
395,华升股份,湖南华升股份有限公司,上市,600156,上海证券交易所,主板,600156.SH
396,永泰能源,永泰能源集团股份有限公司,上市,600157,上海证券交易所,主板,600157.SH
397,中体产业,中体产业集团股份有限公司,上市,600158,上海证券交易所,主板,600158.SH
398,大龙地产,北京市大龙伟业房地产开发股份有限公司,上市,600159,上海证券交易所,主板,600159.SH
399,巨化股份,浙江巨化股份有限公司,上市,600160,上海证券交易所,主板,600160.SH
400,天坛生物,北京天坛生物制品股份有限公司,上市,600161,上海证券交易所,主板,600161.SH
401,香江控股,深圳香江控股股份有限公司,上市,600162,上海证券交易所,主板,600162.SH
402,中闽能源,中闽能源股份有限公司,上市,600163,上海证券交易所,主板,600163.SH
403,宁科生物,宁夏中科生物科技股份有限公司,上市,600165,上海证券交易所,主板,600165.SH
404,福田汽车,北汽福田汽车股份有限公司,上市,600166,上海证券交易所,主板,600166.SH
405,联美控股,联美量子股份有限公司,上市,600167,上海证券交易所,主板,600167.SH
406,武汉控股,武汉三镇实业控股股份有限公司,上市,600168,上海证券交易所,主板,600168.SH
407,太原重工,太原重工股份有限公司,上市,600169,上海证券交易所,主板,600169.SH
408,上海建工,上海建工集团股份有限公司,上市,600170,上海证券交易所,主板,600170.SH
409,上海贝岭,上海贝岭股份有限公司,上市,600171,上海证券交易所,主板,600171.SH
410,黄河旋风,河南黄河旋风股份有限公司,上市,600172,上海证券交易所,主板,600172.SH
411,卧龙地产,卧龙地产集团股份有限公司,上市,600173,上海证券交易所,主板,600173.SH
412,中国巨石,中国巨石股份有限公司,上市,600176,上海证券交易所,主板,600176.SH
413,雅戈尔,雅戈尔集团股份有限公司,上市,600177,上海证券交易所,主板,600177.SH
414,东安动力,哈尔滨东安汽车动力股份有限公司,上市,600178,上海证券交易所,主板,600178.SH
415,安通控股,安通控股股份有限公司,上市,600179,上海证券交易所,主板,600179.SH
416,瑞茂通,瑞茂通供应链管理股份有限公司,上市,600180,上海证券交易所,主板,600180.SH
417,S*ST佳通,佳通轮胎股份有限公司,上市,600182,上海证券交易所,主板,600182.SH
418,生益科技,广东生益科技股份有限公司,上市,600183,上海证券交易所,主板,600183.SH
419,光电股份,北方光电股份有限公司,上市,600184,上海证券交易所,主板,600184.SH
420,格力地产,格力地产股份有限公司,上市,600185,上海证券交易所,主板,600185.SH
421,莲花健康,莲花健康产业集团股份有限公司,上市,600186,上海证券交易所,主板,600186.SH
